team,country,year,events,athletes,age,height,weight,medals,prev_medals,prev_3_medals
Japan,JPN,2004,166,300,25.63681592039801,169.53980099502488,63.9452736318408,93,2.0,19.666666666666668
Japan,JPN,2006,70,110,26.51578947368421,167.06315789473683,61.473684210526315,1,93.0,46.333333333333336
Japan,JPN,2008,173,324,25.345291479820627,168.94618834080717,63.52714932126697,51,1.0,32.0
Japan,JPN,2010,61,91,25.758169934640524,167.84967320261438,62.209150326797385,7,51.0,48.333333333333336
Japan,JPN,2012,177,287,25.116455696202532,168.4987341772152,62.78532608695652,82,7.0,19.666666666666668
Japan,JPN,2014,59,109,25.98830409356725,166.1578947368421,60.55974842767296,11,82.0,46.666666666666664
Japan,JPN,2016,186,335,25.408256880733944,169.11238532110093,63.075688073394495,64,11.0,33.333333333333336
Japan-1,JPN,1924,1,2,27.0,,,0,0.0,0.0
Japan-1,JPN,1972,3,6,26.125,172.875,68.75,0,0.0,0.0
Japan-1,JPN,1976,1,2,33.0,173.0,69.0,0,0.0,0.0
Japan-1,JPN,1984,1,2,25.5,173.0,79.0,0,0.0,0.0
Japan-1,JPN,1988,2,4,28.0,178.0,75.25,0,0.0,0.0
Japan-1,JPN,1992,5,10,23.7,171.2,65.6,0,0.0,0.0
Japan-1,JPN,1994,1,2,26.0,180.5,93.0,0,0.0,0.0
Japan-1,JPN,1996,4,8,24.875,170.0,60.125,0,0.0,0.0
Japan-1,JPN,1998,2,4,28.833333333333332,183.16666666666666,94.66666666666667,0,0.0,0.0
Japan-1,JPN,2000,4,8,27.625,168.0,62.375,0,0.0,0.0
Japan-1,JPN,2002,1,2,28.5,179.5,85.5,0,0.0,0.0
Japan-1,JPN,2004,3,6,27.166666666666668,166.5,60.666666666666664,0,0.0,0.0
Japan-1,JPN,2008,2,4,27.0,170.0,65.0,0,0.0,0.0
Japan-1,JPN,2012,1,2,23.0,163.0,62.0,2,0.0,0.0
Japan-2,JPN,1924,1,2,26.5,,,0,0.0,0.0
Japan-2,JPN,1972,3,7,24.0,174.75,71.0,0,0.0,0.0
Japan-2,JPN,1976,1,2,27.0,172.5,73.5,0,0.0,0.0
Japan-2,JPN,1984,1,2,27.0,183.5,86.0,0,0.0,0.0
Japan-2,JPN,1988,2,4,25.0,170.0,73.5,0,0.0,0.0
Japan-2,JPN,1992,5,10,26.5,169.3,65.2,0,0.0,0.0
Japan-2,JPN,1994,1,2,24.5,177.5,82.0,0,0.0,0.0
Japan-2,JPN,1996,4,8,27.25,165.25,58.0,0,0.0,0.0
Japan-2,JPN,1998,2,6,27.333333333333332,178.66666666666666,81.66666666666667,0,0.0,0.0
Japan-2,JPN,2000,4,8,26.75,164.0,57.125,0,0.0,0.0
Japan-2,JPN,2002,1,2,28.5,181.5,102.0,0,0.0,0.0
Japan-2,JPN,2004,3,6,28.166666666666668,166.83333333333334,60.333333333333336,0,0.0,0.0
Japan-2,JPN,2008,2,4,26.25,171.75,65.25,0,0.0,0.0
Japan-2,JPN,2012,1,2,28.5,168.5,60.0,0,0.0,0.0
Japan-3,JPN,1992,1,2,22.5,164.5,61.0,0,0.0,0.0
Jeanette-25,FRA,1900,1,1,,,,0,0.0,0.0
Jeannette-18,FRA,1900,1,1,,,,0,0.0,0.0
Jest,NZL,1956,1,2,28.5,181.0,84.0,2,0.0,0.0
Jet,CAN,1952,1,3,34.333333333333336,,,0,0.0,0.0
Jill,DEN,1952,1,3,30.666666666666668,,,0,0.0,0.0
Jo,NOR,1920,1,3,35.333333333333336,,,3,0.0,0.0
Johan,GBR,1948,1,5,26.75,,,0,0.0,0.0
John B,BAH,1960,1,3,37.333333333333336,181.66666666666666,87.0,0,0.0,0.0
John B,BAH,1964,1,3,41.333333333333336,177.66666666666666,81.0,0,0.0,0.0
Jordan,JOR,1980,3,4,36.666666666666664,169.33333333333334,70.0,0,0.0,0.0
Jordan,JOR,1984,12,13,26.214285714285715,173.57142857142858,69.5,0,0.0,0.0
Jordan,JOR,1988,9,7,22.444444444444443,165.83333333333334,64.33333333333333,0,0.0,0.0
Jordan,JOR,1992,5,4,23.6,187.33333333333334,69.0,0,0.0,0.0
Jordan,JOR,1996,5,5,20.4,185.0,79.0,0,0.0,0.0
Jordan,JOR,2000,8,8,24.125,170.75,66.0,0,0.0,0.0
Jordan,JOR,2004,8,8,21.5,174.75,69.3125,0,0.0,0.0
Jordan,JOR,2008,7,7,20.428571428571427,172.66666666666666,66.08333333333333,0,0.0,0.0
Jordan,JOR,2012,9,9,24.666666666666668,172.375,65.4375,0,0.0,0.0
Jordan,JOR,2016,8,8,23.875,174.75,73.375,1,0.0,0.0
Joy,GBR,1932,1,2,22.0,180.0,,2,0.0,0.0
Joy,NED,1948,1,3,32.333333333333336,180.5,80.0,0,2.0,2.0
June Climene,SGP,1960,1,3,41.0,179.0,82.33333333333333,0,0.0,0.0
Jupiter,USA,1932,1,2,29.5,,,2,0.0,0.0
K Division Metropolitan Police Team-3,GBR,1908,1,8,33.5,,,8,0.0,0.0
K.S.S.S. 1912-2,SWE,1912,1,6,26.666666666666668,,,0,0.0,0.0
KNS,NOR,1936,1,2,35.5,170.0,65.0,0,0.0,0.0
Kalayaan,PHI,1964,1,3,38.333333333333336,175.5,62.5,0,0.0,0.0
Kannibaltje,FRA,1956,1,2,28.0,166.0,67.0,0,0.0,0.0
Kathleen,USA,1956,1,2,42.0,185.5,104.5,2,0.0,0.0
Kazakhstan,KAZ,1994,32,29,23.338028169014084,179.22222222222223,72.62222222222222,3,0.0,0.0
Kazakhstan,KAZ,1996,99,96,24.640845070422536,176.2336448598131,73.02678571428571,11,3.0,3.0
Kazakhstan,KAZ,1998,34,60,24.964912280701753,175.76923076923077,70.57692307692308,2,11.0,7.0
Kazakhstan,KAZ,2000,104,130,26.61392405063291,176.4620253164557,71.37025316455696,7,2.0,5.333333333333333
Kazakhstan,KAZ,2002,32,50,25.336633663366335,172.15151515151516,64.5959595959596,0,7.0,6.666666666666667
Kazakhstan,KAZ,2004,95,114,26.4,176.2846153846154,71.91923076923077,8,0.0,3.0
Kazakhstan,KAZ,2006,33,55,25.04123711340206,175.17525773195877,69.34020618556701,0,8.0,5.0
Kazakhstan,KAZ,2008,106,130,25.65068493150685,176.3972602739726,72.25342465753425,13,0.0,2.6666666666666665
Kazakhstan,KAZ,2010,44,37,24.45,173.65,66.55,1,13.0,7.0
Kazakhstan,KAZ,2012,106,113,25.96212121212121,176.5114503816794,73.30833333333334,13,1.0,4.666666666666667
Kazakhstan,KAZ,2014,47,50,25.217391304347824,173.6086956521739,68.11304347826086,1,13.0,9.0
Kazakhstan,KAZ,2016,98,101,25.739837398373982,174.91056910569105,72.15447154471545,18,1.0,5.0
Kemphaan,NED,1928,1,5,33.2,,,0,0.0,0.0
Kenya,KEN,1956,10,25,26.647058823529413,169.53846153846155,65.23076923076923,0,0.0,0.0
Kenya,KEN,1960,13,27,26.40740740740741,170.5,65.43333333333334,0,0.0,0.0
Kenya,KEN,1964,21,37,26.181818181818183,173.48717948717947,66.97435897435898,1,0.0,0.0
Kenya,KEN,1968,22,39,24.52173913043478,173.74,65.24,12,1.0,0.3333333333333333
Kenya,KEN,1972,29,57,25.794117647058822,175.2089552238806,66.76470588235294,12,12.0,4.333333333333333
Kenya,KEN,1984,33,61,25.25,173.74418604651163,66.62790697674419,3,12.0,8.333333333333334
Kenya,KEN,1988,50,74,25.872093023255815,173.97727272727272,67.38636363636364,9,3.0,9.0
Kenya,KEN,1992,29,49,26.77358490566038,174.08695652173913,63.191489361702125,8,9.0,8.0
Kenya,KEN,1996,27,52,26.055555555555557,172.53061224489795,63.450980392156865,8,8.0,6.666666666666667
Kenya,KEN,1998,1,1,26.0,180.0,70.0,0,8.0,8.333333333333334
Kenya,KEN,2000,24,56,25.10169491525424,170.28813559322035,60.05084745762712,7,0.0,5.333333333333333
Kenya,KEN,2002,2,1,30.0,180.0,70.0,0,7.0,5.0
Kenya,KEN,2004,16,46,25.108695652173914,168.2173913043478,59.108695652173914,7,0.0,2.3333333333333335
Kenya,KEN,2006,1,1,34.0,180.0,70.0,0,7.0,4.666666666666667
Kenya,KEN,2008,24,46,24.361702127659573,167.57142857142858,55.595238095238095,15,0.0,2.3333333333333335
Kenya,KEN,2012,23,47,24.627450980392158,169.4313725490196,57.92,11,15.0,7.333333333333333
Kenya,KEN,2016,29,79,26.5625,170.57333333333332,65.20253164556962,13,11.0,8.666666666666666
Kerstin-1,SWE,1912,1,3,24.666666666666668,,,3,0.0,0.0
Kiel,DEN,1936,1,1,25.0,,,0,0.0,0.0
Kingfisher,MYA,1956,1,2,40.0,172.0,63.0,0,0.0,0.0
Kiribati,KIR,2004,3,3,19.0,167.33333333333334,73.33333333333333,0,0.0,0.0
Kiribati,KIR,2008,2,2,23.5,174.0,93.0,0,0.0,0.0
Kiribati,KIR,2012,3,3,21.333333333333332,165.66666666666666,79.0,0,0.0,0.0
Kiribati,KIR,2016,3,3,23.333333333333332,163.0,73.0,0,0.0,0.0
Kitty-1,SWE,1912,1,8,32.0,,,8,0.0,0.0
Kln,SUI,1936,1,1,25.0,,,0,0.0,0.0
Knigsberg,HUN,1936,1,1,37.0,,,0,0.0,0.0
Kon-Tiki,URS,1956,1,2,29.0,,,0,0.0,0.0
Konstanz,YUG,1936,1,1,22.0,,,0,0.0,0.0
Korshun,URS,1952,1,3,31.0,,,0,0.0,0.0
Kosovo,KOS,2016,8,8,23.875,173.5,63.875,1,0.0,0.0
Kristiania Roklub,NOR,1912,1,9,28.11111111111111,,76.33333333333333,0,0.0,0.0
Kristiania Roklub-1,NOR,1912,2,10,25.0,,73.0,5,0.0,0.0
Kuling,SWE,1964,1,3,33.0,178.0,72.0,0,0.0,0.0
Kullan,SWE,1920,1,3,27.666666666666668,,,3,0.0,0.0
Kurush II,CUB,1948,1,2,30.0,175.0,86.0,2,0.0,0.0
Kurush IV,CUB,1952,1,2,34.0,175.0,86.0,0,0.0,0.0
Kurush IV,CUB,1956,1,2,37.5,175.0,82.0,0,0.0,0.0
Kuwait,KUW,1968,1,2,,162.0,55.0,0,0.0,0.0
Kuwait,KUW,1972,4,4,20.75,169.25,68.0,0,0.0,0.0
Kuwait,KUW,1976,13,15,20.764705882352942,172.4375,68.125,0,0.0,0.0
Kuwait,KUW,1980,26,56,20.416666666666668,171.0327868852459,72.70491803278688,0,0.0,0.0
Kuwait,KUW,1984,17,23,20.84,176.03846153846155,71.74074074074075,0,0.0,0.0
Kuwait,KUW,1988,24,25,21.484848484848484,175.51612903225808,73.06451612903226,0,0.0,0.0
Kuwait,KUW,1992,18,32,21.88888888888889,177.1818181818182,77.45833333333333,0,0.0,0.0
Kuwait,KUW,1996,16,25,25.40740740740741,179.45454545454547,84.70833333333333,0,0.0,0.0
Kuwait,KUW,2000,10,29,23.7,175.31034482758622,70.65517241379311,1,0.0,0.0
Kuwait,KUW,2004,9,11,25.363636363636363,176.0909090909091,85.04545454545455,0,1.0,0.3333333333333333
Kuwait,KUW,2008,7,8,26.125,181.0,85.0625,0,0.0,0.3333333333333333
Kuwait,KUW,2012,11,10,30.0,178.0,75.04166666666667,1,0.0,0.3333333333333333
Kyrgyzstan,KGZ,1994,2,1,17.0,,,0,0.0,0.0
Kyrgyzstan,KGZ,1996,39,33,22.566037735849058,183.1764705882353,77.54285714285714,0,0.0,0.0
Kyrgyzstan,KGZ,1998,2,1,32.0,177.0,75.0,0,0.0,0.0
Kyrgyzstan,KGZ,2000,59,48,24.859154929577464,179.8,72.91428571428571,1,0.0,0.0
Kyrgyzstan,KGZ,2002,4,2,31.0,177.0,75.0,0,1.0,0.3333333333333333
Kyrgyzstan,KGZ,2004,32,29,25.15625,175.53125,70.3125,0,0.0,0.3333333333333333
Kyrgyzstan,KGZ,2006,2,1,26.0,178.0,78.0,0,0.0,0.3333333333333333
Kyrgyzstan,KGZ,2008,22,20,24.863636363636363,176.27272727272728,72.4090909090909,2,0.0,0.0
Kyrgyzstan,KGZ,2010,3,2,26.666666666666668,178.66666666666666,71.66666666666667,0,2.0,0.6666666666666666
Kyrgyzstan,KGZ,2012,15,14,22.866666666666667,174.46666666666667,72.13333333333334,0,0.0,0.6666666666666666
Kyrgyzstan,KGZ,2014,2,1,19.0,,,0,0.0,0.6666666666666666
Kyrgyzstan,KGZ,2016,17,19,24.736842105263158,171.61111111111111,73.33333333333333,0,0.0,0.0
L'Aile VI,FRA,1928,1,6,37.0,,,6,0.0,0.0
"La Salle Turnverein, Chicago",USA,1904,1,6,23.333333333333332,,,0,0.0,0.0
LaBandera,FRA,1948,1,5,39.0,,,0,0.0,0.0
Lady C,GBR,1964,1,2,30.5,175.0,72.5,2,0.0,0.0
Lalage,GBR,1936,1,5,34.6,,,5,0.0,0.0
Lalage,BEL,1948,1,5,38.6,,,0,5.0,5.0
Lancet,GBR,2008,1,1,33.0,155.0,65.0,0,0.0,0.0
Laos,LAO,1980,16,19,21.57894736842105,165.10526315789474,56.73684210526316,0,0.0,0.0
Laos,LAO,1988,3,3,22.333333333333332,160.33333333333334,51.333333333333336,0,0.0,0.0
Laos,LAO,1992,7,6,25.428571428571427,169.85714285714286,60.142857142857146,0,0.0,0.0
Laos,LAO,1996,2,5,22.4,167.0,61.333333333333336,0,0.0,0.0
Laos,LAO,2000,3,3,23.0,172.66666666666666,66.66666666666667,0,0.0,0.0
Laos,LAO,2004,5,5,20.8,166.6,59.0,0,0.0,0.0
Laos,LAO,2008,4,4,19.0,160.75,51.5,0,0.0,0.0
Laos,LAO,2012,3,3,18.0,166.33333333333334,58.0,0,0.0,0.0
Laos,LAO,2016,5,5,19.0,171.75,59.0,0,0.0,0.0
"Large boat, Central Naval Prep School ""Poros""-1",GRE,1906,1,17,,,,17,0.0,0.0
Lasha,SWE,1960,1,3,33.333333333333336,179.0,79.0,0,0.0,0.0
Latvia,LAT,1924,30,37,25.6046511627907,,83.5,0,0.0,0.0
Latvia,LAT,1928,17,18,35.88235294117647,,110.0,0,0.0,0.0
Latvia,LAT,1932,4,5,58.2,171.5,,1,0.0,0.0
Latvia,LAT,1936,29,55,26.833333333333332,174.75,74.0,2,1.0,0.3333333333333333
Latvia,LAT,1992,44,49,23.818181818181817,179.30769230769232,75.515625,3,2.0,1.0
Latvia,LAT,1994,17,16,24.192307692307693,176.95833333333334,70.83333333333333,0,3.0,2.0
Latvia,LAT,1996,47,47,25.963636363636365,177.48,73.88679245283019,1,0.0,1.6666666666666667
Latvia,LAT,1998,21,23,25.195121951219512,177.5121951219512,72.82926829268293,0,1.0,1.3333333333333333
Latvia,LAT,2000,47,45,26.016666666666666,177.35,75.5,3,0.0,0.3333333333333333
Latvia,LAT,2002,19,39,28.892857142857142,180.07142857142858,79.58928571428571,0,3.0,1.3333333333333333
Latvia,LAT,2004,37,32,26.42222222222222,177.55555555555554,74.06666666666666,4,0.0,1.0
Latvia,LAT,2006,23,48,26.55,178.2125,75.6125,1,4.0,2.3333333333333335
Latvia,LAT,2008,33,47,26.07547169811321,183.96226415094338,82.11320754716981,3,1.0,1.6666666666666667
Latvia,LAT,2010,28,49,26.07792207792208,177.7922077922078,76.96103896103897,1,3.0,2.6666666666666665
Latvia,LAT,2012,37,41,26.282608695652176,180.0,76.78260869565217,1,1.0,1.6666666666666667
Latvia,LAT,2014,29,46,26.12121212121212,180.0,80.62121212121212,5,1.0,1.6666666666666667
Latvia,LAT,2016,25,32,26.606060606060606,180.66666666666666,77.9090909090909,0,5.0,2.3333333333333335
Latvia-1,LAT,1992,2,6,28.166666666666668,186.16666666666666,89.66666666666667,0,0.0,0.0
Latvia-1,LAT,1994,3,6,28.5,186.14285714285714,90.42857142857143,0,0.0,0.0
Latvia-1,LAT,1998,2,4,27.25,183.5,92.25,0,0.0,0.0
Latvia-1,LAT,2002,2,4,28.666666666666668,186.66666666666666,96.5,0,0.0,0.0
Latvia-1,LAT,2006,2,4,25.333333333333332,187.66666666666666,100.0,0,0.0,0.0
Latvia-1,LAT,2010,1,2,25.0,177.0,86.0,2,0.0,0.0
Latvia-1,LAT,2012,1,2,25.5,190.0,88.0,2,2.0,0.6666666666666666
Latvia-1,LAT,2014,3,6,27.25,185.5,95.875,6,2.0,1.3333333333333333
Latvia-2,LAT,1992,2,6,27.5,187.5,90.5,0,0.0,0.0
Latvia-2,LAT,1994,3,6,26.875,185.14285714285714,87.42857142857143,0,0.0,0.0
Latvia-2,LAT,1998,2,4,24.25,182.5,88.0,0,0.0,0.0
Latvia-2,LAT,2002,2,4,24.666666666666668,187.0,92.0,0,0.0,0.0
Latvia-2,LAT,2006,2,5,25.166666666666668,188.0,91.66666666666667,0,0.0,0.0
Latvia-2,LAT,2010,1,2,21.0,174.0,80.0,0,0.0,0.0
Latvia-2,LAT,2012,1,2,28.5,196.0,90.0,0,0.0,0.0
Latvia-2,LAT,2014,3,6,23.75,183.5,92.125,0,0.0,0.0
Laurea-1,GBR,1900,1,1,50.0,,,1,0.0,0.0
Lbeck,BRA,1936,1,1,44.0,,,0,0.0,0.0
Leander Club #1-1,GBR,1908,1,2,23.0,,76.0,2,0.0,0.0
Leander Club #2-2,GBR,1908,1,2,20.5,,73.0,2,0.0,0.0
Leander Club-1,GBR,1908,1,9,28.555555555555557,,76.77777777777777,9,0.0,0.0
Leander Club-1,GBR,1912,1,9,22.11111111111111,,76.33333333333333,9,9.0,9.0
Leander Club-2,GBR,1908,1,4,22.5,,74.0,4,0.0,0.0
Lebanon,LIB,1948,12,10,23.333333333333332,,,0,0.0,0.0
Lebanon,LIB,1952,11,10,25.428571428571427,,73.0,2,0.0,0.0
Lebanon,LIB,1956,4,3,31.0,,,0,2.0,1.0
Lebanon,LIB,1960,17,19,28.875,172.86363636363637,73.31818181818181,0,0.0,0.6666666666666666
Lebanon,LIB,1964,6,9,28.636363636363637,173.9090909090909,68.27272727272727,0,0.0,0.6666666666666666
Lebanon,LIB,1968,15,14,25.41176470588235,173.0952380952381,73.14285714285714,0,0.0,0.0
Lebanon,LIB,1972,25,20,24.44736842105263,174.28947368421052,73.26315789473684,1,0.0,0.0
Lebanon,LIB,1976,5,4,21.0,177.5,83.5,0,1.0,0.3333333333333333
Lebanon,LIB,1980,21,18,23.166666666666668,171.66666666666666,76.375,1,0.0,0.3333333333333333
Lebanon,LIB,1984,22,26,25.107142857142858,173.83333333333334,70.66666666666667,0,1.0,0.6666666666666666
Lebanon,LIB,1988,31,25,21.9,173.1290322580645,71.0,0,0.0,0.3333333333333333
Lebanon,LIB,1992,18,16,22.73076923076923,170.30769230769232,65.84615384615384,0,0.0,0.3333333333333333
Lebanon,LIB,1996,1,1,29.0,,,0,0.0,0.0
Lebanon,LIB,2000,6,6,22.833333333333332,173.2,67.2,0,0.0,0.0
Lebanon,LIB,2002,3,2,18.333333333333332,168.0,60.0,0,0.0,0.0
Lebanon,LIB,2004,5,5,23.0,178.8,68.8,0,0.0,0.0
Lebanon,LIB,2006,7,3,25.142857142857142,172.85714285714286,73.14285714285714,0,0.0,0.0
Lebanon,LIB,2008,6,6,24.666666666666668,175.0,79.33333333333333,0,0.0,0.0
Lebanon,LIB,2010,5,3,20.833333333333332,168.66666666666666,59.333333333333336,0,0.0,0.0
Lebanon,LIB,2012,10,10,21.8,174.1,66.2,0,0.0,0.0
Lebanon,LIB,2014,3,2,19.333333333333332,180.0,69.33333333333333,0,0.0,0.0
Lebanon,LIB,2016,9,9,26.444444444444443,171.375,68.0,0,0.0,0.0
Legionario,ITA,1948,1,2,34.5,183.0,84.0,0,0.0,0.0
Leipzig,FRA,1936,1,1,25.0,180.0,80.0,0,0.0,0.0
"Lemzos Thorichton ""Psara""-3",GRE,1906,1,17,,,,0,0.0,0.0
"Lemzos Thorichton ""Spetsai""-4",GRE,1906,1,17,,,,0,0.0,0.0
Lerina,SUI,1900,2,3,38.0,,,6,0.0,0.0
Lesotho,LES,1972,2,1,27.0,170.0,62.0,0,0.0,0.0
Lesotho,LES,1980,6,5,26.714285714285715,168.57142857142858,68.71428571428571,0,0.0,0.0
Lesotho,LES,1984,4,4,29.2,168.4,62.2,0,0.0,0.0
Lesotho,LES,1988,5,6,23.333333333333332,165.0,61.333333333333336,0,0.0,0.0
Lesotho,LES,1992,8,6,21.375,167.25,56.375,0,0.0,0.0
Lesotho,LES,1996,5,9,23.636363636363637,170.4,56.6,0,0.0,0.0
Lesotho,LES,2000,6,6,24.166666666666668,171.8,60.2,0,0.0,0.0
Lesotho,LES,2004,3,3,23.0,151.33333333333334,55.333333333333336,0,0.0,0.0
Lesotho,LES,2008,3,5,28.8,163.0,62.4,0,0.0,0.0
Lesotho,LES,2012,4,4,24.0,166.0,59.666666666666664,0,0.0,0.0
Lesotho,LES,2016,8,8,25.77777777777778,175.0,64.0,0,0.0,0.0
Lett,NOR,1960,1,3,50.666666666666664,173.0,73.33333333333333,0,0.0,0.0
Libellule de Paris,FRA,1900,1,6,19.0,,,6,0.0,0.0
Libellule de Paris,GBR,1900,1,1,27.0,185.0,95.0,1,6.0,6.0
Libellule de Paris-3,FRA,1900,1,5,23.0,,,0,0.0,0.0
Liberia,LBR,1956,6,4,18.333333333333332,175.0,64.0,0,0.0,0.0
Liberia,LBR,1960,5,4,22.333333333333332,174.0,65.33333333333333,0,0.0,0.0
Liberia,LBR,1964,2,1,20.0,168.0,58.0,0,0.0,0.0
Liberia,LBR,1972,5,5,23.6,175.2,66.8,0,0.0,0.0
Liberia,LBR,1984,7,7,21.0,172.0,60.6,0,0.0,0.0
Liberia,LBR,1988,10,8,23.545454545454547,168.42857142857142,57.42857142857143,0,0.0,0.0
Liberia,LBR,1996,3,5,22.571428571428573,177.28571428571428,74.14285714285714,0,0.0,0.0
Liberia,LBR,2000,7,8,24.9,177.75,72.875,0,0.0,0.0
Liberia,LBR,2004,2,2,23.0,164.0,72.0,0,0.0,0.0
Liberia,LBR,2008,4,3,27.75,176.5,65.33333333333333,0,0.0,0.0
Liberia,LBR,2012,3,3,27.333333333333332,173.33333333333334,68.0,0,0.0,0.0
Liberia,LBR,2016,3,2,24.0,,,0,0.0,0.0
Libya,LBA,1968,1,1,,180.0,70.0,0,0.0,0.0
Libya,LBA,1980,20,29,,164.07142857142858,59.92857142857143,0,0.0,0.0
Libya,LBA,1988,5,6,25.6,179.0,79.6,0,0.0,0.0
Libya,LBA,1992,5,5,25.5,176.0,93.5,0,0.0,0.0
Libya,LBA,1996,5,5,23.4,174.4,68.4,0,0.0,0.0
Libya,LBA,2000,3,3,25.666666666666668,175.0,65.5,0,0.0,0.0
Libya,LBA,2004,8,8,20.75,166.66666666666666,68.85714285714286,0,0.0,0.0
Libya,LBA,2008,6,6,22.333333333333332,169.66666666666666,70.66666666666667,0,0.0,0.0
Libya,LBA,2012,4,4,25.75,173.0,65.25,0,0.0,0.0
Libya,LBA,2016,7,7,22.857142857142858,176.0,63.0,0,0.0,0.0
Liechtenstein,LIE,1936,7,10,26.583333333333332,,,0,0.0,0.0
Liechtenstein,LIE,1948,5,12,23.235294117647058,,,0,0.0,0.0
Liechtenstein,LIE,1952,1,2,19.0,,,0,0.0,0.0
Liechtenstein,LIE,1956,4,8,25.0,,,0,0.0,0.0
Liechtenstein,LIE,1960,9,8,25.470588235294116,174.0,82.5,0,0.0,0.0
Liechtenstein,LIE,1964,7,8,19.333333333333332,175.3846153846154,69.07142857142857,0,0.0,0.0
Liechtenstein,LIE,1968,10,11,20.55,174.7,68.9,0,0.0,0.0
Liechtenstein,LIE,1972,18,10,22.59090909090909,175.28571428571428,70.61904761904762,0,0.0,0.0
Liechtenstein,LIE,1976,19,15,20.137931034482758,172.25,70.28571428571429,2,0.0,0.0
Liechtenstein,LIE,1980,8,7,20.823529411764707,169.86666666666667,67.7,4,2.0,0.6666666666666666
Liechtenstein,LIE,1984,15,17,22.88888888888889,172.2962962962963,69.3913043478261,2,4.0,2.0
Liechtenstein,LIE,1988,29,25,23.46153846153846,174.3235294117647,68.79411764705883,1,2.0,2.6666666666666665
Liechtenstein,LIE,1992,18,14,22.73076923076923,176.04347826086956,73.26086956521739,0,1.0,2.3333333333333335
Liechtenstein,LIE,1994,11,10,21.8,178.04,79.12,0,0.0,1.0
Liechtenstein,LIE,1996,2,2,29.0,172.0,60.0,0,0.0,0.3333333333333333
Liechtenstein,LIE,1998,12,8,24.105263157894736,177.07692307692307,78.15384615384616,0,0.0,0.0
Liechtenstein,LIE,2000,2,2,21.5,170.0,66.0,0,0.0,0.0
Liechtenstein,LIE,2002,9,8,28.444444444444443,180.0,81.55555555555556,0,0.0,0.0
Liechtenstein,LIE,2004,1,1,25.0,175.0,80.0,0,0.0,0.0
Liechtenstein,LIE,2006,9,5,26.916666666666668,175.5,78.08333333333333,0,0.0,0.0
Liechtenstein,LIE,2008,2,2,31.5,178.5,71.5,0,0.0,0.0
Liechtenstein,LIE,2010,4,4,31.8,183.4,87.2,0,0.0,0.0
Liechtenstein,LIE,2012,4,3,24.5,175.25,68.0,0,0.0,0.0
Liechtenstein,LIE,2014,5,3,22.2,184.2,80.4,0,0.0,0.0
Liechtenstein,LIE,2016,3,3,24.0,179.66666666666666,77.0,0,0.0,0.0
"Life boat naval ship ""Spetsai""-1",GRE,1906,1,7,,,,7,0.0,0.0
Linglom,THA,1964,1,3,41.333333333333336,158.0,62.0,0,0.0,0.0
Lithuania,LTU,1924,2,13,22.77777777777778,170.0,,0,0.0,0.0
Lithuania,LTU,1928,14,13,25.4,185.0,,0,0.0,0.0
Lithuania,LTU,1992,43,53,25.52238805970149,183.08333333333334,79.24590163934427,13,0.0,0.0
Lithuania,LTU,1994,12,6,26.384615384615383,171.54545454545453,66.54545454545455,0,13.0,4.333333333333333
Lithuania,LTU,1996,49,61,25.358024691358025,184.1304347826087,80.71014492753623,11,0.0,4.333333333333333
Lithuania,LTU,1998,13,7,27.055555555555557,173.875,68.6875,0,11.0,8.0
Lithuania,LTU,2000,50,61,25.2987012987013,183.55844155844156,79.7012987012987,17,0.0,3.6666666666666665
Lithuania,LTU,2002,12,8,24.047619047619047,173.33333333333334,67.28571428571429,0,17.0,9.333333333333334
Lithuania,LTU,2004,44,59,25.82857142857143,186.54285714285714,82.9,3,0.0,5.666666666666667
Lithuania,LTU,2006,13,7,22.714285714285715,175.28571428571428,65.42857142857143,0,3.0,6.666666666666667
Lithuania,LTU,2008,54,71,26.153846153846153,181.66666666666666,76.6923076923077,5,0.0,1.0
Lithuania,LTU,2010,10,6,23.76923076923077,175.69230769230768,67.53846153846153,0,5.0,2.6666666666666665
Lithuania,LTU,2012,54,62,26.194444444444443,181.98611111111111,80.31818181818181,5,0.0,1.6666666666666667
Lithuania,LTU,2014,19,9,22.0,175.9,66.66666666666667,0,5.0,3.3333333333333335
Lithuania,LTU,2016,49,67,26.3125,184.1375,82.1875,7,0.0,1.6666666666666667
Liverpool Police Team-2,GBR,1908,1,8,31.5,,95.375,8,0.0,0.0
Llanoria,USA,1948,1,5,34.2,,,5,0.0,0.0
Llanoria,USA,1952,1,6,37.5,,,6,5.0,5.0
London City Police-1,GBR,1908,1,8,30.0,185.0,99.25,8,0.0,0.0
Lotta IV,SWE,1948,1,2,30.5,,,0,0.0,0.0
Lotta IV,SWE,1952,1,2,27.0,,,0,0.0,0.0
Lucky,NOR,1964,1,2,20.5,180.0,76.0,0,0.0,0.0
Lucky Girl-1,FIN,1912,1,5,32.2,,,5,0.0,0.0
Lucky Star,FIN,1948,1,2,30.5,175.5,76.5,0,0.0,0.0
Lucky Star,FIN,1952,1,2,34.5,175.5,76.5,0,0.0,0.0
Lucky Star,GBR,2008,1,1,49.0,175.0,73.0,0,0.0,0.0
Ludwigshafener Ruder Verein-1,GER,1900,1,5,23.0,,,5,0.0,0.0
Ludwigshafener Ruderverein,GER,1912,1,5,28.0,,,5,0.0,0.0
